,as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
433,2017,20-8693961,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,213,Not applicable,3,Loan originated,1,"Houston, The Woodlands, Sugar Land - TX",26420.0,Texas,TX,48.0,Brazoria County,39.0,6618.0,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,150.0,Affiliate institution,8,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6204.0,52.2599983215332,72500.0,101.26000213623048,1715.0,2001.0,
434,2017,20-0378305,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,166,Not applicable,3,Loan originated,1,Philadelphia - PA,37964.0,Pennsylvania,PA,42.0,Philadelphia County,101.0,42.01,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,31.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5625.0,22.3799991607666,57400.0,109.66999816894533,1511.0,2232.0,
435,2017,0000299046,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,110,Not applicable,3,Loan originated,1,,,Missouri,MO,29.0,Audrain County,7.0,9503.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,73.0,Affiliate institution,8,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3771.0,3.180000066757202,50800.0,142.4499969482422,1055.0,1255.0,
436,2017,75-2921540,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,247,Not applicable,3,Loan originated,1,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,57.01,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3000.0,38.43000030517578,75200.0,119.27999877929688,832.0,1271.0,
437,2017,62-1259997,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,262,Not applicable,3,Loan originated,1,,,Kentucky,KY,21.0,Simpson County,213.0,9702.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,179.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4519.0,11.18000030517578,47800.0,115.72000122070312,1202.0,1796.0,
438,2017,0000339858,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,264,Not applicable,3,Loan originated,1,"Dallas, Plano, Irving - TX",19124.0,Texas,TX,48.0,Dallas County,113.0,79.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,98.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4794.0,18.5,73400.0,155.0399932861328,1636.0,2234.0,
439,2017,0000480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,255,Not applicable,3,Loan originated,1,"Miami, Miami Beach, Kendall - FL",33124.0,Florida,FL,12.0,Miami-Dade County,86.0,179.0,Hispanic or Latino,1,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,106.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,8807.0,83.5199966430664,51800.0,146.30999755859375,1974.0,2658.0,
440,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,117,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Kings County,47.0,600.0,Hispanic or Latino,1,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,138.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5984.0,16.709999084472656,73700.0,103.72000122070312,1108.0,1345.0,
441,2017,7992700007,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,204,Not applicable,3,Loan originated,1,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,44.02,Hispanic or Latino,1,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,59.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4688.0,88.94999694824219,75200.0,40.56999969482422,472.0,1348.0,
442,2017,0000066865,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,50,Not applicable,3,Loan originated,1,Appleton - WI,11540.0,Wisconsin,WI,55.0,Calumet County,15.0,203.04,Not Hispanic or Latino,2,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,62.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3596.0,14.100000381469728,74700.0,91.62999725341795,836.0,1106.0,
443,2017,0000005854,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,128,Not applicable,3,Loan originated,1,,,Kentucky,KY,21.0,Simpson County,213.0,9702.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,62.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4519.0,11.18000030517578,47800.0,115.72000122070312,1202.0,1796.0,
444,2017,7811300008,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,151,Not applicable,3,Loan originated,1,,,Vermont,VT,50.0,Orange County,17.0,9592.0,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",3,White,5,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,"Information not provided by applicant in mail, Internet, or telephone application",3,59.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3385.0,0.0,64700.0,107.94000244140624,1015.0,1293.0,
445,2017,37-1493496,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,386,Not applicable,3,Loan originated,1,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,Riverside County,65.0,432.54,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,99.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5222.0,46.81999969482422,63200.0,124.1999969482422,1088.0,1632.0,
446,2017,0000011307,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,168,Not applicable,3,Loan originated,1,"Washington, Arlington, Alexandria - DC, VA, MD, WV",47894.0,Virginia,VA,51.0,Fairfax County,59.0,4405.01,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,146.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5197.0,37.08000183105469,107600.0,145.52999877929688,1442.0,1573.0,
447,2017,26-1717830,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,145,Preapproval was not requested,2,Loan originated,1,Tallahassee - FL,45220.0,Florida,FL,12.0,Leon County,73.0,24.03,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,38.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2920.0,48.38999938964844,68500.0,84.70999908447266,844.0,1135.0,
448,2017,37-1542226,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,451,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Kings County,47.0,1186.0,Not Hispanic or Latino,2,No co-applicant,5,Native Hawaiian or Other Pacific Islander,4,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,82.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2790.0,94.3000030517578,73700.0,50.720001220703125,263.0,932.0,
449,2017,75-2921540,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,315,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Queens County,81.0,616.01,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,58.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2384.0,99.54000091552734,73700.0,150.36000061035156,640.0,688.0,
450,2017,0000066834,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,183,Not applicable,3,Loan originated,1,Eau Claire - WI,20740.0,Wisconsin,WI,55.0,Chippewa County,17.0,101.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,89.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3017.0,12.0600004196167,67400.0,91.04000091552734,827.0,1152.0,
451,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,87,Not applicable,3,Loan originated,1,,,Kansas,KS,20.0,Finney County,55.0,9604.03,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,51.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2477.0,37.380001068115234,60300.0,112.70999908447266,605.0,1062.0,
452,2017,54-2024584,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,261,Not applicable,3,Loan originated,1,Richmond - VA,40060.0,Virginia,VA,51.0,Chesterfield County,41.0,1008.21,"Information not provided by applicant in mail, Internet, or telephone application",3,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,White,5,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,Male,1,70.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4818.0,20.399999618530277,78700.0,146.74000549316406,1589.0,1768.0,
453,2017,0000058127,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,236,Preapproval was not requested,2,Loan originated,1,"Fayetteville, Springdale, Rogers - AR, MO",22220.0,Arkansas,AR,5.0,Benton County,7.0,209.02,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,105.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6649.0,12.170000076293944,64400.0,96.95999908447266,1688.0,2553.0,
454,2017,13-6131491,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,238,Not applicable,3,Loan originated,1,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,57.01,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,87.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3000.0,38.43000030517578,75200.0,119.27999877929688,832.0,1271.0,
455,2017,72-1545376,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,101,Not applicable,3,Loan originated,1,Fresno - CA,23420.0,California,CA,6.0,Fresno County,19.0,40.02,Hispanic or Latino,1,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,23.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7436.0,84.27999877929688,50000.0,88.66999816894531,878.0,1641.0,
456,2017,7197000003,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,109,Not applicable,3,Loan originated,1,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Louis County,189.0,2109.21,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4290.0,54.91999816894531,74300.0,108.45999908447266,1135.0,1451.0,
457,2017,26-4599244,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,277,Not applicable,3,Loan originated,1,"Cambridge, Newton, Framingham - MA",15764.0,Massachusetts,MA,25.0,Middlesex County,17.0,3837.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,149.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5468.0,13.300000190734863,104800.0,95.51000213623048,1626.0,1934.0,
458,2017,0000542528,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,80,Preapproval was not requested,2,Loan originated,1,Columbus - OH,18140.0,Ohio,OH,39.0,Franklin County,49.0,97.51,"Information not provided by applicant in mail, Internet, or telephone application",3,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,55.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5670.0,5.449999809265137,73900.0,144.80999755859375,1572.0,1854.0,
459,2017,27-0349391,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,229,Preapproval was not requested,2,Loan originated,1,"San Antonio, New Braunfels - TX",41700.0,Texas,TX,48.0,Bexar County,29.0,1817.26,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,76.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,10231.0,66.37999725341797,64300.0,129.27000427246094,2421.0,3007.0,
460,2017,0000619877,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,238,Not applicable,3,Loan originated,1,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,302.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,91.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4978.0,24.01000022888184,77500.0,136.02999877929688,1194.0,1308.0,
461,2017,0000761806,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,25,Not applicable,3,Loan originated,1,"Hartford, West Hartford, East Hartford - CT",25540.0,Connecticut,CT,9.0,Hartford County,3.0,4942.01,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,23.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4649.0,19.51000022888184,90200.0,114.4499969482422,1491.0,1494.0,
462,2017,43-0889809,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,137,Not applicable,3,Loan originated,1,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Louis County,189.0,2109.21,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",3,Black or African American,3,,,,,,,,,Black or African American,3,,,,,,,,,Male,1,Male,1,84.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4290.0,54.91999816894531,74300.0,108.45999908447266,1135.0,1451.0,
463,2017,13-3753941,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,236,Not applicable,3,Loan originated,1,Lancaster - PA,29540.0,Pennsylvania,PA,42.0,Lancaster County,71.0,146.02,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,81.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,1.93,Not a HOEPA loan,2,Secured by a first lien,1,,,,7905.0,1.6200000047683716,71100.0,94.0500030517578,2130.0,2663.0,
464,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,114,Not applicable,3,Loan originated,1,"Worcester - MA, CT",49340.0,Massachusetts,MA,25.0,Worcester County,27.0,7491.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,79.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7519.0,8.880000114440918,84000.0,128.97000122070312,2312.0,2592.0,
465,2017,0000024693,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,100,Not applicable,3,Loan originated,1,"Logan - UT, ID",30860.0,Utah,UT,49.0,Cache County,5.0,10.02,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Female,2,50.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5044.0,39.68999862670898,60200.0,70.58000183105469,665.0,1665.0,
466,2017,02-0486480,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,424,Not applicable,3,Loan originated,1,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,57.01,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,160.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3000.0,38.43000030517578,75200.0,119.27999877929688,832.0,1271.0,
467,2017,38-2434249,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,131,Not applicable,3,Loan originated,1,"Warren, Troy, Farmington Hills - MI",47664.0,Michigan,MI,26.0,Macomb County,99.0,2180.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,67.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7618.0,26.56999969482422,79600.0,72.16000366210938,1565.0,2179.0,
468,2017,7197000003,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,137,Not applicable,3,Loan originated,1,,,Michigan,MI,26.0,Allegan County,5.0,322.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,93.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5037.0,20.01000022888184,55800.0,114.0500030517578,1424.0,1815.0,
469,2017,26-1117897,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,368,Preapproval was not requested,2,Loan originated,1,Jacksonville - FL,27260.0,Florida,FL,12.0,Nassau County,89.0,503.03,Not Hispanic or Latino,2,Not Hispanic or Latino,2,Black or African American,3,,,,,,,,,Black or African American,3,,,,,,,,,Female,2,Male,1,89.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,12308.0,14.720000267028809,64300.0,98.79000091552734,3976.0,5160.0,
470,2017,0000065728,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,224,Not applicable,3,Loan originated,1,"Hartford, West Hartford, East Hartford - CT",25540.0,Connecticut,CT,9.0,Hartford County,3.0,4926.0,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,97.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6775.0,15.380000114440918,90200.0,130.60000610351562,1984.0,2284.0,
471,2017,38-2750395,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,417,Not applicable,3,Loan originated,1,"Dallas, Plano, Irving - TX",19124.0,Texas,TX,48.0,Denton County,121.0,215.25,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,241.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,9467.0,36.310001373291016,73400.0,194.3300018310547,2776.0,3046.0,
